Time(s),Theta(rad),theta_dot(rad/s),Phi(rad),phi_dot(rad/s),setpoint(A)
0.552,-0.785,-0.001,-3.410,-0.000,0.000
0.562,-0.786,0.000,-3.410,-0.000,0.000
0.572,-0.786,0.001,-3.410,-0.000,0.000
0.582,-0.786,0.000,-3.410,-0.000,0.000
0.592,-0.786,-0.000,-3.410,-0.000,0.000
0.602,-0.786,-0.000,-3.410,-0.000,0.000
0.612,-0.785,-0.000,-3.410,-0.000,0.000
0.622,-0.786,-0.001,-3.410,-0.000,0.000
0.632,-0.786,0.001,-3.410,-0.000,0.000
0.642,-0.786,-0.000,-3.410,-0.000,0.000
0.652,-0.785,-0.001,-3.410,-0.000,0.000
0.662,-0.785,0.000,-3.410,-0.000,0.000
0.672,-0.785,-0.000,-3.410,-0.000,0.000
0.682,-0.786,-0.001,-3.410,-0.000,0.000
0.692,-0.786,-0.000,-3.410,-0.000,0.000
0.702,-0.785,0.000,-3.410,-0.000,0.000
0.712,-0.785,0.001,-3.410,-0.000,0.000
0.722,-0.785,0.000,-3.410,-0.000,0.000
0.732,-0.786,-0.001,-3.410,-0.000,0.000
0.742,-0.785,-0.000,-3.410,-0.000,0.000
0.752,-0.786,-0.001,-3.410,-0.000,0.000
0.762,-0.786,0.000,-3.410,-0.000,0.000
0.772,-0.785,-0.000,-3.410,-0.000,0.000
0.782,-0.785,0.001,-3.410,-0.000,0.000
0.792,-0.785,-0.001,-3.410,-0.000,0.000
0.802,-0.785,0.000,-3.410,-0.000,0.000
0.812,-0.786,-0.000,-3.410,-0.000,0.000
0.822,-0.786,0.001,-3.410,-0.000,0.000
0.832,-0.785,0.001,-3.410,-0.000,0.000
0.842,-0.785,-0.004,-3.410,-0.000,0.000
0.852,-0.786,-0.005,-3.410,-0.000,0.000
0.862,-0.786,0.005,-3.410,-0.000,0.000
0.872,-0.784,-0.015,-3.410,-0.000,0.000
0.882,-0.784,-0.022,-3.410,-0.000,0.000
0.892,-0.786,-0.007,-3.410,-0.000,0.000
0.902,-0.785,-0.012,-3.410,-0.000,0.000
0.912,-0.786,-0.011,-3.410,-0.000,0.000
0.922,-0.788,0.012,-3.410,-0.000,0.000
0.932,-0.788,0.020,-3.410,-0.000,0.000
0.942,-0.788,0.021,-3.410,-0.000,0.000
0.952,-0.788,0.030,-3.410,-0.000,0.000
0.962,-0.786,0.017,-3.410,-0.000,0.000
0.972,-0.784,0.002,-3.410,-0.000,0.000
0.982,-0.784,-0.002,-3.410,-0.000,0.000
0.992,-0.785,0.004,-3.410,-0.000,0.000
1.002,-0.785,0.009,-3.410,-0.000,0.000
1.012,-0.785,0.012,-3.410,-0.000,0.000
1.022,-0.786,0.022,-3.410,-0.000,0.000
1.032,-0.787,0.032,-3.410,-0.000,0.000
1.042,-0.788,0.050,-3.410,-0.000,0.000
1.052,-0.788,0.064,-3.410,-0.000,0.000
1.062,-0.787,0.072,-3.410,-0.000,0.000
1.092,-0.787,0.121,-3.410,-0.000,0.000
1.102,-0.788,0.152,-3.410,-0.000,0.000
1.112,-0.788,0.188,-3.410,-0.000,0.000
1.122,-0.787,0.220,-3.410,-0.000,0.000
1.132,-0.786,0.256,-3.410,-0.000,0.000
1.142,-0.784,0.283,-3.410,-0.000,0.000
1.152,-0.781,0.305,-3.410,-0.000,0.000
1.162,-0.777,0.317,-3.410,-0.000,0.000
1.172,-0.773,0.332,-3.410,-0.000,0.000
1.182,-0.769,0.348,-3.410,-0.000,0.000
1.192,-0.766,0.372,-3.410,-0.000,0.000
1.202,-0.762,0.400,-3.410,-0.000,0.000
1.212,-0.759,0.427,-3.410,-0.000,0.000
1.222,-0.755,0.462,-3.410,-0.000,0.000
1.232,-0.751,0.496,-3.410,-0.000,0.000
1.242,-0.747,0.534,-3.410,-0.000,0.000
1.252,-0.743,0.573,-3.410,-0.000,0.000
1.262,-0.738,0.624,-3.410,-0.000,0.000
1.272,-0.733,0.662,-3.410,-0.000,0.000
1.282,-0.727,0.698,-3.410,-0.000,0.000
1.292,-0.720,0.735,-3.410,-0.000,0.000
1.302,-0.714,0.780,-3.410,-0.000,0.000
1.312,-0.708,0.847,-3.410,-0.000,0.000
1.322,-0.701,0.901,-3.410,-0.000,0.000
1.332,-0.693,0.953,-3.410,-0.000,0.000
1.342,-0.683,1.000,-3.410,-0.000,0.000
1.352,-0.673,1.056,-3.410,-0.000,0.000
1.362,-0.663,1.103,-3.410,-0.000,0.000
1.372,-0.653,1.156,-3.410,-0.000,0.000
1.382,-0.642,1.210,-3.410,-0.000,0.000
1.392,-0.630,1.260,-3.410,-0.000,0.000
1.402,-0.616,1.310,-3.410,-0.000,0.000
1.412,-0.602,1.345,-3.410,-0.000,0.000
1.422,-0.587,1.377,-3.410,-0.000,0.000
1.432,-0.571,1.403,-3.410,-0.000,0.000
1.442,-0.555,1.433,-3.410,-0.000,0.000
1.452,-0.538,1.450,-3.410,-0.000,0.000
1.462,-0.521,1.464,-3.410,-0.000,0.000
1.472,-0.503,1.472,-3.410,-0.000,0.000
1.482,-0.484,1.476,-3.410,-0.000,0.000
1.492,-0.466,1.474,-3.410,-0.000,0.000
1.502,-0.448,1.474,-3.410,-0.000,0.000
1.512,-0.429,1.467,-3.410,-0.000,0.000
1.522,-0.410,1.455,-3.410,-0.000,0.000
1.532,-0.391,1.434,-3.410,-0.000,0.000
1.542,-0.372,1.415,-3.410,-0.000,0.000
1.552,-0.354,1.392,-3.410,-0.000,0.000
1.562,-0.336,1.369,-3.410,-0.000,0.000
1.572,-0.318,1.339,-3.410,-0.000,0.000
1.582,-0.300,1.300,-3.410,-0.000,0.000
1.592,-0.283,1.268,-3.410,-0.000,0.000
1.602,-0.268,1.240,-3.410,-0.000,0.000
1.612,-0.253,1.213,-3.410,-0.000,0.000
1.720,-0.123,0.933,-3.410,-0.000,0.000
1.730,-0.115,0.918,-3.410,-0.000,0.000
1.740,-0.108,0.914,-3.410,-0.000,0.000
1.750,-0.100,0.908,-3.410,-0.000,0.000
1.760,-0.092,0.896,-3.410,-0.000,0.000
1.770,-0.082,0.871,-3.410,0.040,0.995
1.780,-0.071,0.849,-3.146,0.045,0.991
1.790,-0.039,0.495,-3.129,1.167,0.650
1.800,-0.030,0.516,-3.067,4.479,0.811
1.810,-0.025,0.470,-2.971,7.909,0.742
1.820,-0.025,0.464,-2.829,12.096,0.732
1.830,-0.026,0.454,-2.647,16.192,0.741
1.840,-0.025,0.441,-2.423,20.340,0.804
1.850,-0.021,0.414,-2.154,24.702,0.833
1.860,-0.018,0.391,-1.832,29.659,0.843
1.870,-0.016,0.368,-1.468,34.200,0.851
1.880,-0.015,0.347,-1.065,38.270,0.884
1.890,-0.017,0.357,-0.625,42.030,0.952
1.900,-0.018,0.370,-0.147,45.936,0.975
1.910,-0.014,0.339,0.358,48.944,1.016
1.920,-0.012,0.332,0.881,51.162,1.023
1.930,-0.011,0.310,1.431,53.760,1.019
1.940,-0.011,0.292,1.997,55.638,1.080
1.950,-0.007,0.276,2.576,57.177,1.111
1.960,-0.003,0.264,3.186,59.739,1.034
1.970,0.002,0.183,3.799,60.738,1.059
1.980,0.002,0.203,4.422,61.774,0.997
1.990,-0.001,0.159,5.055,62.819,0.963
2.000,-0.009,0.231,5.688,63.150,0.989
2.010,-0.015,0.253,6.346,64.905,1.049
2.020,-0.017,0.316,6.999,65.157,1.094
2.030,-0.017,0.336,7.658,65.633,1.155
2.040,-0.013,0.328,8.321,66.116,1.175
2.050,-0.006,0.293,8.987,66.431,1.177
2.060,0.007,0.193,9.672,67.784,1.131
2.070,0.022,0.083,10.346,67.515,1.083
2.080,0.032,-0.033,11.027,67.962,0.962
2.090,0.036,-0.108,11.702,67.625,0.783
2.100,0.033,-0.167,12.391,68.503,0.693
2.110,0.024,-0.122,13.085,69.051,0.660
2.120,0.012,-0.087,13.770,68.704,0.678
2.130,0.002,-0.038,14.460,68.912,0.706
2.140,0.001,-0.048,15.145,68.625,0.748
2.150,0.007,-0.092,15.847,69.692,0.687
2.160,0.018,-0.217,16.535,69.097,0.580
2.170,0.025,-0.342,17.230,69.358,0.432
2.180,0.028,-0.426,17.917,68.883,0.292
2.190,0.021,-0.463,18.612,69.352,0.168
2.200,0.006,-0.441,19.316,69.978,0.084
2.210,-0.008,-0.394,20.006,69.345,0.068
2.220,-0.020,-0.349,20.701,69.441,0.075
2.230,-0.024,-0.357,21.388,68.957,0.022
2.262,-0.007,-0.737,23.487,69.703,-0.329
2.272,-0.007,-0.850,24.177,69.254,-0.614
2.282,-0.022,-0.884,24.874,69.548,-0.754
2.292,-0.050,-0.840,25.572,69.699,-0.861
2.302,-0.092,-0.555,26.239,67.714,-0.841
2.312,-0.136,-0.237,26.862,64.091,-0.658
2.322,-0.167,-0.029,27.412,58.026,-0.349
2.332,-0.176,0.106,27.910,52.533,-0.220
2.342,-0.171,0.160,28.376,48.596,-0.133
2.352,-0.161,0.152,28.810,45.114,-0.127
2.362,-0.147,0.117,29.219,42.292,-0.153
2.372,-0.137,0.079,29.613,40.379,-0.168
2.382,-0.128,0.053,29.992,38.771,-0.167
2.392,-0.122,0.033,30.350,36.751,-0.195
2.402,-0.117,0.007,30.695,35.286,-0.225
2.412,-0.117,0.006,31.034,34.346,-0.237
2.422,-0.120,0.038,31.356,32.899,-0.222
2.432,-0.128,0.128,31.660,31.252,-0.206
2.442,-0.135,0.209,31.939,29.006,-0.127
2.452,-0.131,0.239,32.201,27.130,-0.038
2.462,-0.126,0.242,32.450,25.636,-0.008
2.472,-0.120,0.253,32.693,24.780,0.012
2.482,-0.115,0.264,32.932,24.188,0.031
2.492,-0.109,0.258,33.166,23.632,0.076
2.502,-0.104,0.260,33.400,23.499,0.090
2.512,-0.101,0.292,33.634,23.454,0.154
2.522,-0.095,0.278,33.875,23.874,0.177
2.532,-0.087,0.271,34.121,24.370,0.195
2.542,-0.080,0.259,34.380,25.357,0.217
2.552,-0.075,0.251,34.649,26.374,0.228
2.562,-0.069,0.216,34.925,27.225,0.255
2.572,-0.063,0.199,35.209,27.968,0.291
2.582,-0.059,0.196,35.509,29.341,0.300
2.592,-0.059,0.204,35.826,30.924,0.346
2.602,-0.055,0.198,36.159,32.474,0.379
2.612,-0.052,0.192,36.507,34.039,0.405
2.622,-0.050,0.200,36.873,35.737,0.425
2.632,-0.049,0.190,37.268,38.279,0.431
2.642,-0.048,0.192,37.694,41.172,0.502
2.652,-0.047,0.213,38.144,43.676,0.533
2.662,-0.046,0.225,38.615,46.005,0.599
2.672,-0.041,0.210,39.117,48.750,0.626
2.682,-0.037,0.198,39.641,51.199,0.644
2.692,-0.031,0.163,40.183,53.246,0.660
2.702,-0.024,0.123,40.756,55.898,0.677
2.712,-0.016,0.070,41.341,57.651,0.655
2.722,-0.015,0.014,41.933,58.658,0.613
2.732,-0.020,-0.008,42.543,60.264,0.653
2.742,-0.028,0.113,43.154,60.802,0.653
2.752,-0.038,0.164,43.786,62.392,0.658
2.762,-0.043,0.230,44.430,63.749,0.801
2.772,-0.043,0.287,45.070,63.869,0.907
2.815,0.006,-0.011,47.720,66.804,0.814
2.825,0.012,-0.085,48.388,66.844,0.728
2.835,0.009,-0.107,49.061,67.080,0.654
2.845,-0.003,-0.037,49.729,66.998,0.622
2.855,-0.020,0.072,50.417,68.132,0.642
2.865,-0.034,0.192,51.094,67.871,0.776
2.875,-0.040,0.262,51.775,67.990,0.891
2.885,-0.035,0.259,52.451,67.785,0.972
2.895,-0.024,0.210,53.135,68.183,0.993
2.905,-0.006,0.129,53.828,68.949,0.984
2.915,0.009,0.019,54.508,68.294,0.890
2.925,0.020,-0.077,55.197,68.735,0.772
2.935,0.018,-0.146,55.879,68.319,0.692
2.945,0.012,-0.125,56.577,69.362,0.613
2.955,-0.001,-0.051,57.268,69.177,0.631
2.965,-0.011,0.010,57.958,69.025,0.654
2.975,-0.015,0.022,58.646,68.907,0.696
2.985,-0.010,-0.014,59.336,68.912,0.714
2.995,0.001,-0.084,60.038,69.808,0.665
3.005,0.011,-0.206,60.724,69.035,0.549
3.015,0.018,-0.320,61.421,69.454,0.408
3.025,0.016,-0.367,62.108,68.954,0.304
3.035,0.006,-0.361,62.810,69.727,0.226
3.045,-0.009,-0.322,63.508,69.806,0.197
3.055,-0.023,-0.268,64.202,69.576,0.220
3.065,-0.028,-0.236,64.892,69.191,0.231
3.075,-0.027,-0.306,65.585,69.257,0.220
3.085,-0.017,-0.414,66.289,70.003,0.151
3.095,-0.006,-0.520,66.978,69.249,0.008
3.105,-0.000,-0.617,67.677,69.725,-0.184
3.115,-0.005,-0.735,68.363,68.966,-0.350
3.125,-0.017,-0.711,69.066,69.854,-0.498
3.135,-0.037,-0.674,69.765,69.829,-0.554
3.145,-0.058,-0.621,70.452,69.096,-0.558
3.155,-0.077,-0.523,71.130,68.208,-0.581
3.165,-0.100,-0.427,71.790,66.783,-0.565
3.175,-0.124,-0.298,72.428,64.803,-0.512
3.185,-0.140,-0.178,73.002,59.852,-0.422
3.195,-0.149,-0.077,73.530,55.127,-0.364
3.205,-0.153,0.015,74.014,50.666,-0.314
3.215,-0.154,0.070,74.459,46.556,-0.236
3.225,-0.153,0.103,74.882,43.744,-0.209
3.235,-0.153,0.142,75.292,41.864,-0.181
3.245,-0.151,0.188,75.680,39.826,-0.101
3.255,-0.144,0.196,76.044,37.581,-0.080
3.265,-0.135,0.187,76.398,36.104,-0.025
3.275,-0.124,0.160,76.747,35.270,-0.029
3.285,-0.115,0.136,77.094,34.910,-0.033
3.295,-0.106,0.080,77.430,34.017,-0.053
3.305,-0.100,0.050,77.759,33.305,-0.066
3.315,-0.095,0.029,78.090,33.135,-0.091
3.347,-0.085,-0.052,79.021,30.468,-0.217
3.357,-0.087,-0.046,79.300,28.799,-0.239
3.367,-0.091,-0.020,79.567,27.385,-0.235
3.377,-0.097,0.023,79.818,25.837,-0.210
3.387,-0.097,0.036,80.041,23.505,-0.219
3.397,-0.099,0.069,80.248,21.627,-0.194
3.407,-0.099,0.071,80.434,19.624,-0.215
3.417,-0.099,0.088,80.602,17.723,-0.205
3.427,-0.101,0.115,80.755,16.075,-0.189
3.437,-0.102,0.146,80.889,14.358,-0.162
3.447,-0.098,0.154,81.006,12.583,-0.145
3.457,-0.092,0.136,81.110,11.129,-0.161
3.467,-0.089,0.125,81.205,10.049,-0.170
3.477,-0.087,0.129,81.291,9.053,-0.165
3.487,-0.086,0.141,81.364,7.899,-0.155
3.497,-0.086,0.161,81.423,6.546,-0.136
3.507,-0.087,0.191,81.467,5.096,-0.107
3.517,-0.088,0.225,81.495,3.591,-0.071
3.527,-0.084,0.243,81.503,1.759,-0.045
3.537,-0.077,0.224,81.497,0.152,-0.052
3.547,-0.069,0.193,81.483,-0.895,-0.071
3.557,-0.060,0.153,81.464,-1.577,-0.097
3.567,-0.056,0.116,81.442,-1.931,-0.136
3.577,-0.054,0.109,81.418,-2.306,-0.141
3.587,-0.053,0.102,81.384,-2.992,-0.154
3.597,-0.052,0.102,81.343,-3.734,-0.160
3.607,-0.054,0.121,81.290,-4.772,-0.153
3.617,-0.055,0.140,81.228,-5.759,-0.135
3.627,-0.050,0.122,81.151,-7.032,-0.151
3.637,-0.045,0.086,81.067,-7.916,-0.192
3.647,-0.042,0.063,80.982,-8.312,-0.221
3.657,-0.044,0.071,80.894,-8.681,-0.220
3.667,-0.047,0.102,80.796,-9.434,-0.197
3.677,-0.050,0.133,80.684,-10.565,-0.175
3.687,-0.048,0.133,80.559,-11.901,-0.174
3.697,-0.047,0.123,80.424,-12.948,-0.198
3.707,-0.047,0.142,80.279,-13.947,-0.181
3.717,-0.050,0.172,80.121,-15.242,-0.159
3.727,-0.046,0.176,79.949,-16.500,-0.147
3.737,-0.042,0.158,79.767,-17.650,-0.166
3.747,-0.041,0.165,79.578,-18.507,-0.156
3.757,-0.038,0.162,79.380,-19.320,-0.155
3.767,-0.037,0.169,79.176,-20.056,-0.148
3.777,-0.036,0.170,78.964,-20.835,-0.149
3.787,-0.033,0.167,78.736,-22.119,-0.151
3.797,-0.031,0.161,78.498,-23.262,-0.161
3.807,-0.027,0.158,78.253,-24.053,-0.152
3.817,-0.025,0.146,78.005,-24.593,-0.165
3.827,-0.024,0.158,77.753,-24.961,-0.147
3.837,-0.025,0.175,77.500,-25.221,-0.124
3.847,-0.024,0.186,77.239,-25.791,-0.110
3.891,-0.014,0.206,75.847,-28.106,-0.065
3.901,-0.011,0.205,75.563,-28.304,-0.052
3.911,-0.008,0.198,75.274,-28.735,-0.054
3.921,-0.005,0.191,74.987,-28.704,-0.054
3.931,0.000,0.173,74.698,-28.804,-0.039
3.941,0.005,0.144,74.418,-28.298,-0.054
3.951,0.010,0.105,74.141,-27.895,-0.075
3.961,0.013,0.081,73.861,-27.958,-0.097
3.971,0.016,0.060,73.576,-28.317,-0.108
3.981,0.017,0.041,73.291,-28.433,-0.149
3.991,0.015,0.044,73.008,-28.393,-0.165
4.001,0.012,0.059,72.717,-28.830,-0.180
4.011,0.009,0.082,72.414,-29.796,-0.166
4.021,0.006,0.103,72.099,-30.933,-0.144
4.031,0.005,0.119,71.778,-31.744,-0.133
4.041,0.004,0.128,71.454,-32.151,-0.106
4.051,0.002,0.155,71.131,-32.233,-0.083
4.061,0.002,0.185,70.801,-32.742,-0.064
4.071,0.001,0.203,70.467,-33.198,-0.021
4.081,0.002,0.231,70.131,-33.498,0.011
4.091,0.005,0.241,69.798,-33.382,0.025
4.101,0.011,0.230,69.469,-33.008,0.039
4.111,0.016,0.200,69.143,-32.738,0.076
4.121,0.024,0.157,68.819,-32.572,0.067
4.131,0.031,0.118,68.508,-31.556,0.019
4.141,0.036,0.080,68.211,-30.309,-0.006
4.151,0.039,0.050,67.923,-29.333,-0.023
4.161,0.040,0.033,67.636,-28.923,-0.051
4.171,0.040,0.023,67.346,-28.973,-0.060
4.181,0.039,0.020,67.054,-29.084,-0.062
4.191,0.038,0.013,66.763,-29.129,-0.075
4.201,0.038,0.007,66.476,-28.830,-0.101
4.211,0.037,0.000,66.184,-29.070,-0.111
4.221,0.034,0.023,65.886,-29.574,-0.119
4.231,0.032,0.036,65.585,-29.926,-0.127
4.241,0.028,0.054,65.282,-30.107,-0.115
4.251,0.025,0.078,64.986,-29.840,-0.073
4.261,0.023,0.094,64.686,-29.900,-0.045
4.271,0.022,0.124,64.385,-30.076,-0.019
4.281,0.020,0.159,64.078,-30.436,0.001
4.291,0.020,0.177,63.776,-30.333,0.052
4.301,0.025,0.177,63.477,-30.029,0.083
4.311,0.032,0.133,63.187,-29.342,0.088
4.321,0.037,0.108,62.906,-28.491,0.079
4.331,0.043,0.080,62.630,-27.932,0.060
4.341,0.046,0.050,62.366,-26.931,0.035
4.351,0.049,0.023,62.112,-25.844,0.016
4.361,0.049,0.008,61.868,-24.895,-0.001
4.371,0.048,0.008,61.627,-24.359,0.012
4.381,0.048,0.005,61.389,-24.024,-0.011
4.391,0.047,0.004,61.149,-24.011,-0.000
4.493,0.035,0.016,58.861,-22.486,-0.035
4.503,0.033,0.033,58.640,-22.232,-0.018
4.513,0.033,0.037,58.421,-22.006,-0.017
4.523,0.032,0.047,58.202,-21.935,0.010
4.533,0.031,0.056,57.986,-21.703,0.019
4.543,0.031,0.069,57.772,-21.553,0.036
4.553,0.033,0.067,57.560,-21.273,0.064
4.563,0.034,0.069,57.355,-20.770,0.057
4.573,0.036,0.072,57.157,-20.112,0.075
4.583,0.039,0.050,56.964,-19.568,0.100
4.593,0.042,0.026,56.778,-18.947,0.085
4.603,0.044,0.021,56.597,-18.358,0.086
4.613,0.049,-0.011,56.423,-17.754,0.064
4.623,0.052,-0.046,56.261,-16.707,0.022
4.633,0.050,-0.060,56.107,-15.822,0.003
4.643,0.049,-0.059,55.960,-15.063,-0.003
4.653,0.049,-0.076,55.818,-14.505,-0.011
4.663,0.047,-0.076,55.682,-13.912,-0.010
4.673,0.043,-0.061,55.550,-13.404,-0.036
4.683,0.040,-0.050,55.418,-13.313,-0.014
4.693,0.041,-0.045,55.286,-13.235,0.013
4.703,0.039,-0.063,55.157,-13.003,-0.027
4.713,0.035,-0.031,55.029,-12.846,0.005
4.723,0.033,-0.021,54.897,-13.102,-0.002
4.733,0.034,-0.025,54.766,-13.086,0.020
4.743,0.036,-0.025,54.640,-12.774,-0.007
4.753,0.036,-0.036,54.517,-12.490,-0.014
4.763,0.032,-0.012,54.395,-12.265,0.013
4.773,0.032,-0.007,54.274,-12.169,0.031
4.783,0.035,-0.025,54.155,-11.983,0.014
4.793,0.034,-0.038,54.043,-11.484,0.006
4.803,0.034,-0.034,53.931,-11.269,0.015
4.813,0.033,-0.028,53.822,-11.016,0.011
4.823,0.033,-0.032,53.713,-10.908,0.011
4.833,0.037,-0.059,53.609,-10.589,-0.009
4.843,0.035,-0.067,53.511,-10.101,-0.031
4.853,0.034,-0.060,53.415,-9.732,-0.029
4.863,0.031,-0.053,53.322,-9.483,-0.029
4.873,0.028,-0.037,53.227,-9.474,-0.019
4.883,0.028,-0.034,53.131,-9.577,-0.005
4.893,0.028,-0.041,53.038,-9.344,-0.013
4.903,0.027,-0.036,52.950,-8.978,-0.015
4.913,0.025,-0.030,52.861,-8.920,-0.007
4.923,0.026,-0.029,52.776,-8.679,-0.002
4.933,0.028,-0.040,52.692,-8.466,-0.009
4.943,0.029,-0.058,52.616,-7.910,-0.014
4.953,0.030,-0.070,52.544,-7.442,-0.021
4.963,0.029,-0.074,52.478,-6.878,-0.039
4.973,0.025,-0.062,52.413,-6.584,-0.039
4.983,0.023,-0.044,52.347,-6.620,-0.031
4.993,0.021,-0.036,52.281,-6.628,-0.020
5.037,0.023,-0.052,52.033,-5.921,-0.026
5.047,0.024,-0.075,51.978,-5.630,-0.053
5.057,0.024,-0.082,51.929,-5.125,-0.060
5.067,0.023,-0.080,51.884,-4.725,-0.059
5.077,0.020,-0.080,51.840,-4.464,-0.069
5.087,0.016,-0.061,51.797,-4.377,-0.060
5.097,0.014,-0.033,51.754,-4.320,-0.028
5.107,0.012,-0.026,51.707,-4.586,-0.025
5.117,0.011,-0.021,51.659,-4.725,-0.028
5.127,0.009,0.001,51.612,-4.745,-0.002
5.137,0.007,0.022,51.562,-4.854,0.023
5.147,0.008,0.033,51.511,-5.068,0.040
5.157,0.010,0.025,51.457,-5.246,0.037
5.167,0.013,0.009,51.406,-5.149,0.032
5.177,0.018,-0.017,51.360,-4.810,0.019
5.187,0.022,-0.062,51.322,-4.160,-0.028
5.197,0.024,-0.086,51.291,-3.458,-0.047
5.207,0.024,-0.104,51.267,-2.712,-0.072
5.217,0.021,-0.101,51.246,-2.310,-0.074
5.227,0.016,-0.077,51.228,-1.946,-0.062
5.237,0.009,-0.032,51.209,-1.952,-0.025
5.247,0.004,0.004,51.181,-2.543,0.000
5.257,0.001,0.034,51.146,-3.148,0.029
5.267,0.002,0.047,51.106,-3.709,0.047
5.277,0.004,0.046,51.066,-3.922,0.057
5.287,0.006,0.039,51.026,-3.966,0.053
5.297,0.007,0.043,50.988,-3.853,0.070
5.307,0.010,0.037,50.950,-3.790,0.077
5.317,0.014,0.011,50.917,-3.513,0.056
5.327,0.019,-0.026,50.886,-3.216,0.028
5.337,0.025,-0.079,50.862,-2.683,-0.023
5.347,0.028,-0.119,50.850,-1.712,-0.064
5.357,0.028,-0.147,50.846,-0.801,-0.099
5.367,0.026,-0.165,50.849,-0.062,-0.129
5.377,0.022,-0.161,50.855,0.388,-0.141
5.387,0.017,-0.144,50.861,0.538,-0.141
5.397,0.012,-0.131,50.866,0.461,-0.147
5.407,0.007,-0.110,50.867,0.230,-0.140
5.417,0.004,-0.097,50.865,-0.051,-0.137
5.427,0.002,-0.092,50.861,-0.298,-0.144
5.437,0.001,-0.088,50.853,-0.585,-0.146
5.447,0.001,-0.092,50.847,-0.604,-0.155
5.457,-0.000,-0.093,50.840,-0.713,-0.165
5.467,-0.003,-0.087,50.833,-0.647,-0.165
5.477,-0.004,-0.082,50.822,-0.983,-0.169
5.487,-0.005,-0.073,50.812,-0.992,-0.161
5.497,-0.007,-0.068,50.799,-1.226,-0.162
5.507,-0.007,-0.064,50.782,-1.482,-0.164
5.517,-0.008,-0.064,50.764,-1.696,-0.170
5.527,-0.010,-0.057,50.747,-1.715,-0.167
5.537,-0.011,-0.048,50.724,-2.106,-0.164
5.547,-0.013,-0.031,50.700,-2.287,-0.149
5.579,-0.021,0.067,50.542,-4.723,-0.066
5.589,-0.022,0.084,50.487,-5.253,-0.033
5.599,-0.021,0.100,50.426,-5.819,-0.009
5.609,-0.019,0.111,50.361,-6.231,0.010
5.619,-0.017,0.114,50.295,-6.504,0.029
5.629,-0.009,0.086,50.229,-6.542,0.023
5.639,-0.000,0.025,50.172,-5.990,-0.019
5.649,0.004,-0.009,50.124,-5.193,-0.053
5.659,0.006,-0.025,50.076,-4.927,-0.065
5.669,0.004,-0.024,50.029,-4.786,-0.072
5.679,0.002,-0.010,49.979,-4.918,-0.056
5.689,0.001,-0.006,49.928,-5.066,-0.058
5.699,-0.001,0.007,49.872,-5.395,-0.053
5.709,-0.004,0.029,49.813,-5.788,-0.040
5.719,-0.004,0.044,49.748,-6.249,-0.026
5.729,-0.001,0.017,49.684,-6.354,-0.035
5.739,0.004,-0.003,49.624,-6.080,-0.058
5.749,0.005,-0.029,49.568,-5.811,-0.070
5.759,0.003,-0.018,49.510,-5.769,-0.086
5.769,-0.001,0.000,49.448,-6.041,-0.064
5.779,-0.003,0.030,49.382,-6.460,-0.043
5.789,-0.003,0.039,49.311,-6.885,-0.028
5.799,-0.005,0.056,49.235,-7.330,-0.020
5.809,-0.003,0.060,49.158,-7.560,0.001
5.819,0.002,0.026,49.082,-7.633,-0.030
5.829,0.007,-0.008,49.011,-7.275,-0.052
5.839,0.009,-0.030,48.943,-6.950,-0.070
5.849,0.007,-0.031,48.875,-6.842,-0.086
5.859,0.005,-0.016,48.804,-7.035,-0.072
5.869,0.001,0.011,48.727,-7.481,-0.067
5.879,-0.001,0.031,48.643,-8.070,-0.042
5.889,0.000,0.029,48.556,-8.469,-0.042
5.899,0.005,-0.002,48.472,-8.422,-0.054
5.909,0.010,-0.048,48.393,-8.126,-0.110
5.919,0.008,-0.051,48.317,-7.741,-0.128
5.929,0.005,-0.027,48.237,-7.926,-0.115
5.939,0.001,-0.012,48.149,-8.469,-0.095
5.949,-0.004,0.022,48.056,-9.038,-0.073
5.959,-0.005,0.050,47.955,-9.734,-0.045
5.969,-0.001,0.028,47.854,-9.999,-0.056
5.979,-0.002,0.038,47.754,-10.001,-0.075
5.989,-0.003,0.050,47.647,-10.444,-0.045
5.999,-0.003,0.053,47.539,-10.714,-0.026
6.009,-0.002,0.065,47.424,-11.219,-0.032
6.019,0.003,0.046,47.311,-11.309,-0.024
6.029,0.005,0.029,47.197,-11.364,-0.044
6.039,0.005,0.032,47.084,-11.298,-0.046
6.049,0.003,0.046,46.968,-11.490,-0.036
6.059,0.002,0.054,46.847,-11.906,-0.014
6.069,0.006,0.042,46.727,-11.976,-0.021
6.079,0.006,0.052,46.606,-12.067,-0.038
6.105,0.007,0.059,46.360,-12.188,-0.008
6.115,0.010,0.038,46.240,-12.106,-0.010
6.125,0.011,0.035,46.123,-11.835,-0.016
6.135,0.012,0.027,46.007,-11.688,-0.014
6.145,0.013,0.018,45.892,-11.513,-0.019
6.155,0.014,0.007,45.778,-11.458,-0.029
6.165,0.015,-0.001,45.666,-11.312,-0.045
6.175,0.015,-0.005,45.556,-11.109,-0.041
6.185,0.015,-0.005,45.446,-10.986,-0.046
6.195,0.014,-0.001,45.338,-10.924,-0.048
6.205,0.012,0.007,45.229,-10.903,-0.057
6.215,0.012,0.004,45.117,-11.046,-0.046
6.225,0.014,-0.007,45.009,-10.944,-0.051
